Taxon name,Author
Pyrostria bispathacea,(Mildbr.) Bridson
Pyrostria brunnescens,(Craib) Utteridge & A.P.Davis
Pyrostria chapmanii,Bridson
Pyrostria cochinchinensis,(Pierre ex Pit.) Utteridge & A.P.Davis
Pyrostria commersonii,J.F.Gmel.
Pyrostria cordifolia,A.Rich. ex DC.
Pyrostria fasciculata,Bojer ex Baker
Pyrostria ferruginea,Verdc.
Pyrostria heliconioides,Mouly
Pyrostria hystrix,(Bremek.) Bridson
Pyrostria isomonensis,(Cavaco) A.P. Davis & Govaerts                 
Pyrostria ixorifolia,"(Homolle ex Arènes) Razafim., Lantz & B. Bremer           "
Pyrostria lobulata,Bridson
Pyrostria macrophylla,A.Rich. ex DC.
Pyrostria madagascariensis,Lecomte
Pyrostria major,(A.Rich. ex DC.) Cavaco
Pyrostria media,(A.Rich. ex DC.) Cavaco
Pyrostria orbicularis,A.Rich. ex DC.
Pyrostria perrieri,"(Cavaco) Razafim., Lantz & B. Bremer           "
Pyrostria phyllanthoidea,(Baill.) Bridson
Pyrostria pseudocommersonii,Cavaco
Pyrostria revoluta,"(Balf.f.) Razafim., Lantz & B.Bremer"
Pyrostria sambavensis,"(Cavaco) Razafim., Lantz & B. Bremer           "
Pyrostria sarodranensis,Cavaco
Pyrostria urschii,Arènes ex Cavaco
Pyrostria variistipula,Arènes ex Cavaco
Pyrostria verdcourtii,"(Cavaco) Razafim., Lantz & B. Bremer           "
Pyrularia edulis,(Wall.) A. DC.
Pyrus acidula,Nakai
Pyrus acutiserrata,Gladkova
Pyrus amygdaliformis,Vill.
Pyrus anatolica,Browicz
Pyrus armeniacifolia,T.T.Yu
Pyrus asiae-mediae,Popov
Pyrus autumnalis,(Siebold) Koidz.
Pyrus balansae,Decne.
Pyrus betulifolia,Bunge
Pyrus boissieriana,Buhse
Pyrus bourgaeana,Decne.
Pyrus bretschneideri,Rehder
Pyrus browiczii,Mulk.        
Pyrus cajon,Zaprjagaeva        
Pyrus calleryana,Decne.
Pyrus castribonensis,"Raimondo, Schicchi & Mazzola"
Pyrus caucasica,Fed.
Pyrus chosrovica,Gladkova
Pyrus ciancioi,"P.Marino, G.Castellano, Raimondo & Spadaro"
Pyrus communis,L.
Pyrus complexa,Rubtzov
Pyrus cordata,Desv.
Pyrus daralagezi,Mulk.       
Pyrus demetrii,Kuth.        
Pyrus elaeagnifolia,Pall.
Pyrus elaeagrifolia,Pall.
Pyrus elata,Rubtzov
Pyrus fauriei,C.K.Schneid.
Pyrus fedorovii,Kuth.
Pyrus georgica,Kuth.
Pyrus gergerana,Gladkova
Pyrus glabra,Boiss.
Pyrus grossheimii,Fed.
Pyrus hajastana,Mulk.        
Pyrus hakkiarica,Browicz
Pyrus hopeiensis,T.T.Yu
Pyrus hyrcana,Fed.
Pyrus kachinensis,W.W.Sm.
Pyrus ketzkhovelii,Kuth.        
Pyrus korshinskyi,Litv.        
Pyrus macrostipes,Nakai
Pyrus medvedevii,Rubtzov
Pyrus megrica,Gladkova
Pyrus microphylla,Wall.
Pyrus nivalis,Jacq.
Pyrus nutans,Rubtzov
Pyrus oxyprion,Woronow
Pyrus pashia,Buch.-Ham. ex D.Don
Pyrus persica,Pers.
Pyrus phaeocarpa,Rehder
Pyrus prematura,Nakai
Pyrus pseudopashia,T.T.Yu
Pyrus pseudosyriaca,Gladkova
Pyrus pyrifolia,(Burm.f.) Nakai
Pyrus raddeana,Woronow
Pyrus regelii,Rehder
Pyrus sachokiana,Kuth.
Pyrus salicifolia,Pall.
Pyrus serikensis,Güner & H.Duman
Pyrus serrulata,Rehder
Pyrus sicanorum,"Raimondo, Schicchi & Marino"
Pyrus sinkiangensis,T.T.Yu
Pyrus sohayakiensis,Koidz.
Pyrus sosnovskyi,Fed.        
Pyrus spinosa,Forssk.
Pyrus syriaca,Boiss.
Pyrus tadshikistanica,Zaprjagaeva        
Pyrus taihangshanensis,S.Y.Wang & C.L.Chang
Pyrus taiwanensis,Iketani & H.Ohashi
Pyrus takhtadzhianii,Fed.
Pyrus tamamschiannae,Fed.
Pyrus theodorovii,Mulk.        
Pyrus turcomanica,Maleev
Pyrus ussuriensis,Maxim.
Pyrus vallis-demonis,Raimondo & Schicchi
Pyrus voronovii,Rubtzov
Pyrus vsevolodii,Heideman
Pyrus xerophila,T.T.Yu
Pyrus zangezura,Maleev
Quadrella cynophallophora,(L.) Hutch.
Quadrella dressleri,Cornejo & Iltis
Quadrella ferruginea,(L.) Iltis & Cornejo
Quadrella incana,(Kunth) Iltis & Cornejo
Quadrella indica,(L.) Iltis & Cornejo
Quadrella isthmensis,(Eichler) Hutch.
Quadrella lindeniana,Cornejo & Iltis
Quadrella morenoi,Cornejo & Iltis
Quadrella odoratissima,(Jacq.) Hutch.
Quadrella quintanarooensis,Iltis & Cornejo
Quadrella singularis,(R.Rankin) Iltis & Cornejo
Qualea acuminata,Spruce ex Warm.
Qualea amapaensis,Balslev & S.A.Mori
Qualea amoena,Ducke
Qualea brasiliana,Stafleu & Marc.-Berti
Qualea brevipedicellata,Stafleu
Qualea calantha,Pilg.
Qualea calophylla,Pittier
Qualea coerulea,Aubl.
Qualea cordata,Spreng.
Qualea cryptantha,(Spreng.) Warm.
Qualea cyanea,Ducke
Qualea cymulosa,Schery
Qualea decorticans,Ducke
Qualea dichotoma,(Mart.) Warm. ex Wille
Qualea dinizii,Ducke
Qualea gestasiana,A.St.-Hil.
Qualea glaziovii,Warm.
Qualea gracilior,Pilg.
Qualea grandiflora,Mart.
Qualea homosepala,Ducke
Qualea impexa,J.F.Macbr.
Qualea ingens,Warm.
Qualea insignis,"G.H.Shimizu, D.J.P.Gonç., F.França & K.Yamam."
Qualea labouriauana,Paula
Qualea lineata,Stafleu
Qualea lundii,(Warm.) Warm.
Qualea macropetala,Spruce ex Warm.
Qualea magna,Kuhlm.
Qualea marioniae,Marc.-Berti
Qualea megalocarpa,Stafleu
Qualea moriboomii,Marc.-Berti
Qualea multiflora,Mart.
Qualea nitida,Stafleu
Qualea panamensis,Marc.-Berti
Qualea paraensis,Ducke
Qualea parviflora,Mart.
Qualea polychroma,Stafleu
Qualea psidiifolia,Spruce ex Warm.
Qualea pulcherrima,Spruce ex Warm.
Qualea rosea,Aubl.
Qualea rupicola,Ducke
Qualea schomburgkiana,Warm.
Qualea selloi,Warm.
Qualea sprucei,Warm.
Qualea suprema,Ducke
Qualea tessmannii,Mildbr.
Qualea themistoclesii,Ducke
Qualea tricolor,Benoist
Qualea tuberculata,Stafleu
Qualea wurdackii,Marc.-Berti
Quararibea amazonica,Ulbr.
Quararibea aristeguietae,Cuatrec.
Quararibea asterolepis,Pittier
Quararibea aurantiocalyx,W.S.Alverson
Quararibea bilobata,A.Robyns
Quararibea cacao,(Triana & Planch.) Baill.
Quararibea caldasiana,Fern.Alonso
Quararibea casasecae,Fern. Alonso & Castrov.
Quararibea chodatii,Vischer
Quararibea ciroana,Cuatrec.
Quararibea cogolloi,Fern.Alonso
Quararibea costaricensis,W.S.Alverson
Quararibea cryptantha,Fern.Alonso
Quararibea duckei,Huber
Quararibea foenigraeca,Cuatrec.
Quararibea funebris,(La Llave) Vischer
Quararibea gentlei,Lundell
Quararibea gigantiflora,Pittier
Quararibea gomeziana,W.S.Alverson
Quararibea guianensis,Aubl.
Quararibea huallagensis,(Cuatrec.) J.F.Macbr.
Quararibea magnifica,Pittier
Quararibea martini,Baill.
Quararibea obovalifolia,Pittier
Quararibea parviflora,Lundell
Quararibea parvifolia,Standl.
Quararibea pendula,W.S.Alverson
Quararibea penduliflora,K.Schum.
Quararibea platyphylla,Pittier & Donn.Sm.
Quararibea pterocalyx,Hemsl.
Quararibea pumila,W.S.Alverson
Quararibea putumayensis,Cuatrec.
Quararibea rangelii,Fern.Alonso
Quararibea ruiziana,Fern.Alonso
Quararibea santaritensis,W.S.Alverson
Quararibea spatulata,Ducke
Quararibea stenophylla,Pittier
Quararibea steyermarkii,Cuatrec.
Quararibea tulekunae,Fern.Alonso
Quararibea turbinata,(Sw.) Poir.
Quararibea velutina,Cuatrec.
Quararibea verticillaris,Vischer
Quararibea wittii,K.Schum. & Ulbr.
Quararibea yunckeri,Standl.
Quassia amara,L.
Quassia baileyana,(Oliv.) Noot.
Quassia bidwillii,(Hook.f.) Noot.
Quassia borneensis,Noot.
Quassia gabonensis,Pierre
Quassia harmandiana,(Pierre ex Laness.) Noot.
Quassia indica,(Gaertn.) Noot.
Quassia sanguinea,Cheek & Jongkind
Quassia schweinfurthii,(Oliv.) Noot.
Quassia undulata,(Guill. & Perr.) D.Dietr.
Quassia versicolor,Spreng.
Quelchia cardonae,Steyerm.
Quercus acerifolia,(E.J.Palmer) Stoynoff & Hess
Quercus acrodonta,Seemen
Quercus acuta,Thunb.
Quercus acutangula,Trel.
Quercus acutifolia,Née
Quercus acutissima,Carruth.
Quercus aerea,Trel.
Quercus afares,Pomel
Quercus affinis,Scheidw.
Quercus agrifolia,Née
Quercus ajoensis,C.H.Mull.
Quercus alba,L.
Quercus albicaulis,Chun & W.C.Ko
Quercus albocincta,Trel.
Quercus aliena,Blume
Quercus alnifolia,Poech
Quercus annulata,Sm.
Quercus aquifolioides,Rehder & E.H.Wilson
Quercus arbutifolia,Hickel & A.Camus
Quercus argentata,Korth.
Quercus argyrotricha,A.Camus
Quercus aristata,Hook. & Arn.
Quercus arizonica,Sarg.
Quercus arkansana,Sarg.
Quercus asymmetrica,Hickel & A.Camus
Quercus aucheri,Jaub. & Spach
Quercus augustini,Skan
Quercus auricoma,A.Camus
Quercus austrina,Small
Quercus austrocochinchinensis,Hickel & A.Camus
Quercus baloot,Griff.
Quercus baronii,Skan
Quercus barrancana,Spellenb.
Quercus bawanglingensis,"C.C.Huang, Ze X.Li & F.W.Xing"
Quercus bella,Chun & Tsiang
Quercus benthamii,A.DC.
Quercus berberidifolia,Liebm.
Quercus bicolor,Willd.
Quercus blakei,Skan
Quercus boyacensis,Cuatrec.
Quercus boyntonii,Beadle
Quercus braianensis,A.Camus
Quercus brandegeei,Goldman
Quercus brandisiana,Kurz
Quercus brantii,Lindl.
Quercus brenesii,Trel.
Quercus brevicalyx,A.Camus
Quercus breviradiata,(W.C.Cheng) C.C.Huang
Quercus buckleyi,Nixon & Dorr
Quercus canariensis,Willd.
Quercus canbyi,Trel.
Quercus candicans,Née
Quercus carduchorum,K.Koch
Quercus carmenensis,C.H.Mull.
Quercus castanea,Née
Quercus castaneifolia,C.A.Mey.
Quercus cedrosensis,C.H.Mull.
Quercus cerris,L.
Quercus championii,Benth.
Quercus chapmanii,Sarg.
Quercus chartacea,Trel.
Quercus chenii,Nakai
Quercus chevalieri,Hickel & A.Camus
Quercus chihuahuensis,Trel.
Quercus chimaltenangana,Trel.
Quercus chinantlensis,Liebm.
Quercus chrysocalyx,Hickel & A.Camus
Quercus chrysolepis,Liebm.
Quercus chrysotricha,A.Camus
Quercus chungii,F.P.Metcalf
Quercus ciliaris,C.C.Huang & Y.T.Chang
Quercus coahuilensis,Nixon & C.H.Müll.
Quercus coccifera,L.
Quercus cocciferoides,Hand.-Mazz.
Quercus coccinea,Münchh.
Quercus coffeicolor,Trel.
Quercus colombiana,Cuatrec.
Quercus conduplicans,Chun
Quercus congesta,C.Presl
Quercus convallata,Trel.
Quercus conzattii,Trel.
Quercus copeyensis,C.H.Mull.
Quercus cornelius-mulleri,Nixon & K.P.Steele
Quercus cortesii,Liebm.
Quercus costaricensis,Liebm.
Quercus crassifolia,Bonpl.
Quercus crassipes,Bonpl.
Quercus crenata,Lam.
Quercus crispifolia,Trel.
Quercus crispipilis,Trel.
Quercus cualensis,L.M.González
Quercus cubana,A.Rich.
Quercus daimingshanensis,(S.K.Lee) C.C.Huang
Quercus dalechampii,Ten.
Quercus dankiaensis,A.Camus
Quercus delavayi,Franch.
Quercus delgadoana,"S.Valencia, Nixon & L.M.Kelly"
Quercus delicatula,Chun & Tsiang
Quercus deliquescens,C.H.Mull.
Quercus dentata,Thunb.
Quercus depressipes,Trel.
Quercus deserticola,Trel.
Quercus devia,Goldman
Quercus dinghuensis,C.C.Huang
Quercus disciformis,Chun & Tsiang
Quercus dolicholepis,A.Camus
Quercus dongfangensis,"C.C.Huang, F.W.Xing & Ze X.Li"
Quercus douglasii,Hook. & Arn.
Quercus dumosa,Nutt.
Quercus durata,Jeps.
Quercus durifolia,Seemen ex Loes.
Quercus edithiae,Skan
Quercus eduardi,Trel.
Quercus edwardsiae,C.H.Mull.
Quercus elevaticostata,(Q.F.Zheng) C.C.Huang
Quercus ellipsoidalis,E.J.Hill
Quercus elliptica,Née
Quercus elmeri,Merr.
Quercus emoryi,Torr.
Quercus engelmannii,Greene
Quercus engleriana,Seemen
Quercus eumorpha,Kurz
Quercus fabrei,Hance
Quercus faginea,Lam.
Quercus falcata,Michx.
Quercus fimbriata,Y.C.Hsu & H.Wei Jen
Quercus floccosa,Liebm.
Quercus flocculenta,C.H.Mull.
Quercus floribunda,Lindl. ex A.Camus
Quercus frainetto,Ten.
Quercus franchetii,Skan
Quercus fuliginosa,Chun & W.C.Ko
Quercus fulva,Liebm.
Quercus furfuracea,Liebm.
Quercus fusiformis,Small
Quercus gaharuensis,Soepadmo
Quercus galeanensis,C.H.Mull.
Quercus gambelii,Nutt.
Quercus gambleana,A.Camus
Quercus garryana,Douglas ex Hook.
Quercus gemelliflora,Blume
Quercus geminata,Small
Quercus gentryi,C.H.Mull.
Quercus georgiana,M.A.Curtis
Quercus germana,Schltdl. & Cham.
Quercus ghiesbreghtii,M.Martens & Galeotti
Quercus gilliana,Rehder & E.H.Wilson
Quercus gilva,Blume
Quercus glauca,Thunb.
Quercus glaucescens,Bonpl.
Quercus glaucoides,M.Martens & Galeotti
Quercus gomeziana,A.Camus
Quercus gracilenta,Chun
Quercus gracilior,C.H.Mull.
Quercus gravesii,Sudw.
Quercus griffithii,Hook.f. & Thomson ex Miq.
Quercus grisea,Liebm.
Quercus gulielmitreleasei,C.H.Mull.
Quercus guyavifolia,H.Lév.
Quercus handeliana,A.Camus
Quercus hartwissiana,Steven
Quercus havardii,Rydb.
Quercus helferiana,A.DC.
Quercus hemisphaerica,W.Bartram ex Willd.
Quercus hintonii,E.F.Warb.
Quercus hintoniorum,Nixon & C.H.Müll.
Quercus hirtifolia,"M.L.Vázquez, S.Valencia & Nixon"
Quercus hondae,Makino
Quercus humboldtii,Bonpl.
Quercus hypoleucoides,A.Camus
Quercus hypophaea,Hayata
Quercus hypoxantha,Trel.
Quercus ichnusae,"Mossa, Bacch. & Brullo"
Quercus ignaciensis,C.H.Mull.
Quercus ilex,L.
Quercus ilicifolia,Wangenh.
Quercus iltisii,L.M.González
Quercus imbricaria,Michx.
Quercus incana,W.Bartram
Quercus infectoria,G.Olivier
Quercus inopina,Ashe
Quercus insignis,M.Martens & Galeotti
Quercus invaginata,Trel.
Quercus ithaburensis,Decne.
Quercus jenseniana,Hand.-Mazz.
Quercus jinpinensis,(Y.C.Hsu & H.Wei Jen) C.C.Huang
Quercus john-tuckeri,Nixon & C.H.Müll.
Quercus jonesii,Trel.
Quercus juergensenii,Liebm.
Quercus kelloggii,Newb.
Quercus kerangasensis,Soepadmo
Quercus kerrii,Craib
Quercus kinabaluensis,Soepadmo
Quercus kingiana,Craib
Quercus kiukiangensis,(Y.T.Chang) Y.T.Chang
Quercus kongshanensis,Y.C.Hsu & H.Wei Jen
Quercus kotschyana,O.Schwarz
Quercus kouangsiensis,A.Camus
Quercus laceyi,Small
Quercus laeta,Liebm.
Quercus laevis,Walter
Quercus lamellosa,Sm.
Quercus lanata,Sm.
Quercus lancifolia,Schltdl. & Cham.
Quercus langbianensis,Hickel & A.Camus
Quercus laurifolia,Michx.
Quercus laurina,Bonpl.
Quercus laxa,Liebm.
Quercus leiophylla,A.DC.
Quercus lenticellata,Barnett
Quercus libani,G.Olivier
Quercus liboensis,Z.K.Zhou
Quercus liebmannii,Oerst. ex Trel.
Quercus lineata,Blume
Quercus litseoides,Dunn
Quercus lobata,Née
Quercus lobbii,Ettingsh.
Quercus lodicosa,O.E.Warb. & E.F.Warb.
Quercus longinux,Hayata
Quercus longispica,(Hand.-Mazz.) A.Camus
Quercus look,Kotschy
Quercus lowii,King
Quercus lungmaiensis,(Hu) C.C.Huang & Y.T.Chang
Quercus lusitanica,Lam.
Quercus lyrata,Walter
Quercus macdougallii,Martínez
Quercus macranthera,Fisch. & C.A.Mey. ex Hohen.
Quercus macrocalyx,Hickel & A.Camus
Quercus macrocarpa,Michx.
Quercus magnoliifolia,Née
Quercus margarettae,(Ashe) Small
Quercus marilandica,(L.) Münchh.
Quercus marlipoensis,Hu & W.C.Cheng
Quercus martinezii,C.H.Mull.
Quercus mcvaughii,Spellenb.
Quercus meavei,"Valencia-A, Sabas & O.J.Soto"
Quercus meihuashanensis,(Q.F.Zheng) C.C.Huang
Quercus merrillii,Seemen
Quercus mespilifolia,Wall. ex A.DC.
Quercus mexicana,Bonpl.
Quercus michauxii,Nutt.
Quercus minima,(Sarg.) Small
Quercus miquihuanensis,Nixon & C.H.Müll.
Quercus miyagii,Koidz.
Quercus mohriana,Buckley ex Rydb.
Quercus mongolica,Fisch. ex Ledeb.
Quercus monimotricha,(Hand.-Mazz.) Hand.-Mazz.
Quercus montana,Willd.
Quercus morii,Hayata
Quercus motuoensis,C.C.Huang
Quercus muehlenbergii,Engelm.
Quercus mulleri,Martínez
Quercus multinervis,(W.C.Cheng & T.Hong) Govaerts
Quercus myrsinifolia,Blume
Quercus myrtifolia,Willd.
Quercus nigra,L.
Quercus ningangensis,(W.C.Cheng & Y.C.Hsu) C.C.Huang
Quercus ningqiangensis,S.Z.Qu & W.H.Zhang
Quercus nivea,King
Quercus nixoniana,S.Valencia & Lozada-Pérez
Quercus obconicus,Z.K.Zhou
Quercus oblongata,D.Don
Quercus oblongifolia,Torr.
Quercus obtusanthera,Trel.
Quercus obtusata,Bonpl.
Quercus ocoteifolia,Liebm.
Quercus oglethorpensis,W.H.Duncan
Quercus oidocarpa,Korth.
Quercus oleoides,Schltdl. & Cham.
Quercus oocarpa,Liebm.
Quercus oxyodon,Miq.
Quercus oxyphylla,(E.H.Wilson) Hand.-Mazz.
Quercus pachucana,Zav.-Cháv.
Quercus pachyloma,Seemen
Quercus pacifica,Nixon & C.H.Müll.
Quercus pagoda,Raf.
Quercus palmeri,Engelm.
Quercus palustris,Münchh.
Quercus panamandinaea,C.H.Mull.
Quercus parvula,Greene
Quercus pauciradiata,"Penas, Llamas, Pérez Morales & Acedo"
Quercus peduncularis,Née
Quercus peninsularis,Trel.
Quercus pentacycla,Y.T.Chang
Quercus percoriacea,Soepadmo
Quercus perpallida,Trel.
Quercus persica,Jaub. & Spach
Quercus petelotii,A.Camus
Quercus petraea,(Matt.) Liebl.
Quercus phanera,Chun
Quercus phellos,L.
Quercus phillyreoides,A.Gray
Quercus pinbianensis,(Y.C.Hsu & H.Wei Jen) C.C.Huang & Y.T.Chang
Quercus pinnativenulosa,C.H.Mull.
Quercus planipocula,Trel.
Quercus platycalyx,Hickel & A.Camus
Quercus poilanei,Hickel & A.Camus
Quercus polymorpha,Schltdl. & Cham.
Quercus pontica,K.Koch
Quercus praeco,Trel.
Quercus prinoides,Willd.
Quercus pseudoverticillata,Soepadmo
Quercus pubescens,Willd.
Quercus pungens,Liebm.
Quercus purulhana,Trel.
Quercus pyrenaica,Willd.
Quercus quangtriensis,Hickel & A.Camus
Quercus radiata,Trel.
Quercus ramsbottomii,A.Camus
Quercus rehderiana,Hand.-Mazz.
Quercus rekonis,Trel.
Quercus resinosa,Liebm.
Quercus rex,Hemsl.
Quercus robur,L.
Quercus rotundifolia,Lam.
Quercus rubra,L.
Quercus rugosa,Née
Quercus runcinatifolia,Trel. & C.H.Müll.
Quercus rupestris,Hickel & A.Camus
Quercus rysophylla,Weath.
Quercus salicifolia,Née
Quercus salicina,Blume
Quercus saltillensis,Trel.
Quercus sanchezcolinii,Martínez
Quercus sapotifolia,Liebm.
Quercus saravanensis,A.Camus
Quercus schottkyana,Rehder & E.H.Wilson
Quercus schultzei,Trel.
Quercus scytophylla,Liebm.
Quercus sebifera,Trel.
Quercus seemannii,Liebm.
Quercus segoviensis,Liebm.
Quercus semecarpifolia,Sm.
Quercus semiserrata,Roxb.
Quercus semiserratoides,(Y.C.Hsu & H.Wei Jen) C.C.Huang & Y.T.Chang
Quercus senescens,Hand.-Mazz.
Quercus serrata,Murray
Quercus sessilifolia,Blume
Quercus setulosa,Hickel & A.Camus
Quercus shanxiensis,Z.K.Zhou
Quercus shumardii,Buckley
Quercus sichourensis,(Y.C.Hsu) C.C.Huang & Y.T.Chang
Quercus sideroxyla,Bonpl.
Quercus similis,Ashe
Quercus sinuata,Walter
Quercus skinneri,Benth.
Quercus spinosa,David
Quercus splendens,Née
Quercus steenisii,Soepadmo
Quercus stellata,Wangenh.
Quercus stenophylloides,Hayata
Quercus stewardiana,A.Camus
Quercus suber,L.
Quercus subsericea,A.Camus
Quercus subspathulata,Trel.
Quercus sumatrana,Soepadmo
Quercus tarahumara,"Spellenb., J.D.Bacon & Breedlove"
Quercus tarokoensis,Hayata
Quercus texana,Buckley
Quercus thomsoniana,A.DC.
Quercus thorelii,Hickel & A.Camus
Quercus tiaoloshanica,Chun & W.C.Ko
Quercus tinkhamii,C.H.Mull.
Quercus tomentella,Engelm.
Quercus tomentosinervis,(Y.C.Hsu & H.Wei Jen) C.C.Huang
Quercus tonduzii,Seemen
Quercus toumeyi,Sarg.
Quercus treubiana,Seemen
Quercus trojana,Webb
Quercus tuberculata,Liebm.
Quercus tuitensis,L.M.González
Quercus tungmaiensis,Y.T.Chang
Quercus turbinella,Greene
Quercus undata,Trel.
Quercus ungeri,Kotschy
Quercus urbani,Trel.
Quercus utilis,Hu & W.C.Cheng
Quercus uxoris,McVaugh
Quercus valdinervosa,Soepadmo
Quercus vallicola,Trel.
Quercus variabilis,Blume
Quercus vaseyana,Buckley
Quercus velutina,Lam.
Quercus verde,C.H.Mull.
Quercus vestita,Griff.
Quercus vicentensis,Trel.
Quercus viminea,Trel.
Quercus virginiana,Mill.
Quercus vulcanica,Boiss. & Heldr. ex Kotschy
Quercus welshii,R.A.Denham
Quercus wislizeni,A.DC.
Quercus wutaishanica,Mayr
Quercus xalapensis,Bonpl.
Quercus xanthoclada,Drake
Quercus xanthotricha,A.Camus
Quercus yiwuensis,Y.C.Hsu & H.Wei Jen
Quercus yonganensis,L.K.Ling & C.C.Huang
Quercus yongchunana,Z.K.Zhou
Quetzalia contracta,(Lundell) Lundell
Quetzalia ilicina,(Standl. & Steyerm.) Lundell
Quetzalia occidentalis,(Loes. ex Donn.Sm.) Lundell
Quetzalia reynae,Lundell
Quetzalia schiedeana,(Loes.) Lundell
Quetzalia stipitata,(Lundell) Lundell
Quiabentia verticillata,(Vaupel) Borg
Quiina amazonica,A.C.Sm.
Quiina attenuata,J.V. Schneid. & Zizka
Quiina berryi,J.V. Schneid. & Zizka
Quiina blackii,Pires
Quiina brevensis,Pires
Quiina cidiana,J.V. Schneid. & Zizka
Quiina colonensis,(D'Arcy) D'Arcy
Quiina congesta,R.S.Cowan
Quiina cruegeriana,Griseb.
Quiina duckei,Pires
Quiina florida,Tul.
Quiina glaziovii,Engl.
Quiina grandifolia,Mildbr.
Quiina guianensis,Aubl.
Quiina indigofera,Sandwith
Quiina integrifolia,Pulle
Quiina jamaicensis,Griseb.
Quiina juruana,Ule
Quiina klugii,J.F.Macbr.
Quiina leptoclada,Tul.
Quiina longifolia,Spruce ex Planch. & Triana
Quiina macrophylla,Tul.
Quiina magallano-gomesii,Schwacke
Quiina maguirei,Pires
Quiina maracaensis,J.V. Schneid. & Zizka
Quiina negrensis,A.C.Sm.
Quiina nitens,J.F.Macbr.
Quiina obovata,Tul.
Quiina oiapocensis,Pires
Quiina paraensis,Pires & Fróes
Quiina parvifolia,Lanj. & Heerdt
Quiina peruviana,Engl.
Quiina piresii,J.V. Schneid. & Zizka
Quiina pteridophylla,(Radlk.) Pires
Quiina pubescens,A.C.Sm.
Quiina rhytidopus,Tul.
Quiina schippii,Standl.
Quiina sessilis,"Choisy, Planch. & Triana"
Quiina tessmannii,Mildbr.
Quiina tinifolia,Planch. & Triana
Quiina wurdackii,Pires
Quiina yatuensis,J.V.Schneid. & Zizka
Quiina zamorensis,J.V. Schneid. & Zizka
Quillaja brasiliensis,Mart.        
Quillaja saponaria,Molina
Quintinia acutifolia,Kirk
Quintinia altigena,Schltr.
Quintinia apoensis,(Elmer) Schltr.
Quintinia brassii,Reeder
Quintinia elliptica,Hook.f.
Quintinia fawkneri,F.Muell.
Quintinia kuborensis,P.Royen
Quintinia ledermannii,Schltr.
Quintinia major,(Baill.) Schltr.
Quintinia montiswilhelmii,P.Royen
Quintinia neoebudica,(Guillaumin) Guillaumin
Quintinia oreophila,(Schltr.) Schltr.
Quintinia parviflora,(Schltr.) Schltr.
Quintinia quatrefagesii,F.Muell.
Quintinia resinosa,(Schltr.) Schltr.
Quintinia schlechterana,O.C.Schmidt
Quintinia serrata,A.Cunn.
Quintinia sieberi,A.DC.
Quintinia verdonii,F.Muell.
Quivisianthe papinae,Baill.
Racosperma hopperianum,(Maslin) Pedley
Racosperma multispicatum,(Benth.) Pedley
Radcliffea smithii,Petra Hoffm. & K.Wurdack
Radermachera boniana,Dop
Radermachera coriacea,Merr.
Radermachera frondosa,Chun & F.C.How
Radermachera gigantea,(Blume) Miq.
Radermachera glandulosa,(Blume) Miq.
Radermachera hainanensis,Merr.
Radermachera inflata,Steenis
Radermachera microcalyx,C.Y.Wu
Radermachera peninsularis,Steenis
Radermachera pentandra,Hemsl.
Radermachera quadripinnata,(Blanco) Seem.
Radermachera ramiflora,Steenis
Radermachera sinica,(Hance) Hemsl.
Radermachera stellata,Steenis
Radermachera xylocarpa,(Roxb.) Roxb. ex K.Schum.
Radermachera yunnanensis,C.Y.Wu
Radlkofera calodendron,Gilg
Raimondia cherimolioides,(Triana & Planch.) R.E.Fr.
Ramisia brasiliensis,Oliv.
Ramorinoa girolae,Speg.
Ramosmania rodriguesi,Tirveng.
Randia aciculiflora,Borhidi & Saynes
Randia aculeata,L.
Randia amazonasensis,Steyerm.
Randia armata,(Sw.) DC.
Randia boliviana,Rusby
Randia brenesii,Standl.
Randia brevipes,Steyerm.
Randia brevituba,Judkevich & R.M.Salas
Randia calycina,Cham.
Randia calycosa,Standl.
Randia canescens,Greenm.
Randia capitata,DC.
Randia chiapensis,Standl.
Randia ciliolata,C.Wright
Randia cinerea,(Fernald) Standl.
Randia cookii,Standl.
Randia coronata,Borhidi
Randia crucis,Borhidi & Salas-Mor.
Randia dioica,H.Karst.
Randia echinocarpa,Moc. & Sessé ex DC.
Randia erythrocarpa,Krug & Urb.
Randia ferox,(Cham. & Schltdl.) DC.
Randia genipifolia,(Standl. & Steyerm.) Lorence
Randia genipoides,Dwyer
Randia gentryi,Dwyer
Randia grandifolia,(Donn.Sm.) Standl.
Randia grayumii,Dwyer & Lorence
Randia guerrerensis,Lorence & Rodr.Acosta
Randia hebecarpa,Benth.
Randia hondensis,H.Karst.
Randia hypoleuca,Borhidi & E.Martínez
Randia itatiaiae,Silva Neto & Ávila
Randia killipii,Standl.
Randia laetevirens,Standl.
Randia laevigata,Standl.
Randia laevigatoides,Borhidi
Randia lasiantha,(Standl.) Standl.
Randia longifolia,C.Gust.        
Randia longiloba,Hemsl.
Randia malacocarpa,Standl.
Randia matudae,Lorence & Dwyer
Randia mayana,Lundell
Randia mendozae,Govaerts ex Borhidi
Randia micracantha,(Lillo) Bacigalupo
Randia mira,Dwyer
Randia mixe,Borhidi & E.Martínez
Randia monantha,Benth.
Randia nelsonii,Greenm.
Randia nicaraguensis,Lorence & Dwyer
